2025-06-13 14:37:06,272 - INFO - --- INÍCIO DA EXECUÇÃO DO /analyze_document/ --- [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:26,827 - INFO - Job do Textract iniciado com Job ID: 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:26,830 - INFO - Aguardando conclusão do job do Textract... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:27,033 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:32,193 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:37,364 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:42,597 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:47,766 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:52,934 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:05:58,097 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:03,276 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:08,444 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:14,066 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:19,231 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:24,396 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:29,802 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:34,965 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:40,131 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:45,299 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:50,472 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:06:55,629 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:00,796 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:06,666 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:11,828 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:16,985 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:22,144 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:27,304 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:32,467 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:37,629 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:42,806 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:48,041 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:53,223 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:07:59,001 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e ainda em andamento. Verificando novamente em 5 segundos... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:08:05,721 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e concluído com status: SUCCEEDED. Duração: 02:38:38.891 [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:08:05,722 - INFO - Job 905cf56deaa8b2852e66048cfd93421d0424526858c05d13f4eebfceca8e405e bem-sucedido. Obtendo resultados... [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:11:56,762 - INFO - Texto extraído e sanitizado com sucesso. [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:11:56,764 - INFO - Tarefas de limpeza (S3 e local) agendadas em segundo plano. [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:11:56,768 - INFO - --- FIM DA EXECUÇÃO DO /analyze_document/ --- [method=POST, endpoint=/analyze_document/, status_code=None]
2025-06-13 18:11:56,868 - INFO - Tentando excluir o objeto S3: textract_uploads/b2b85840-eb36-48e2-b591-66077d513995.pdf do bucket: teste-textract-conrado [method=None, endpoint=None, status_code=None]
2025-06-13 18:11:57,487 - INFO - Objeto S3 'textract_uploads/b2b85840-eb36-48e2-b591-66077d513995.pdf' excluído com sucesso. [method=None, endpoint=None, status_code=None]
